target,text,processed_text
positive,www.purevolume.com/killparadise  eeeeee i am dancing ,eeeeee dancing
negative,hold onto that feeeeelin' ,hold onto that feeeeelin
positive,@walkthistown yea ,yea
negative,English final  Bleh,english final bleh
positive,Sitting outside with my laptop  Its kinda nice ,sitting outside with laptop its kinda nice
negative,Not enjoying getting old... I don't want to work with people born in the 1990s! ,not enjoying getting old dont want work with people born
negative,i dont have followers yet ,dont have followers yet
negative,@lisamh77 very quick - im not sure i loved it  i had 10th row seats and didnt even have time to say hi to all the guys,very quick not sure loved had row seats didnt even have time say all guys
negative,I hate being sun burnt ,hate being sun burnt
negative,I just feel so....meh ,feel someh
negative,"@perriross me too pear, i dont finish till friday ",too pear dont finish till friday
positive,@Writer993 And I yours- I have followed you I look forward to your tweets ,yours have followed you look forward your tweets
negative,had the best day in the sun today got a bit wet thow LOL!  doin my geo homework now oh no   xx,had best day sun today got bit wet thow lol doin geo homework now
positive,"@froggie775 I'll be one of your &quot;groovy guys&quot; any time, shortie short  #photofollows",ill one your quotgroovy guysquot any time shortie short
positive,"@s13pdg Not much..  being dr.phil for my friends right now.. you?  lucky, it's cloudy and chilly in norway..",not much being drphil friends right now you lucky its cloudy chilly norway
negative,"@PaddleWaddle WTF CANCELLED? SORRY I DIDNT PAY EARLIER, I SWEAR I WAS GNA PAY  CAN WE DO SOMETHING ELSE INSTEAD THEN PRETTY PRETTY PLEASE?",wtf cancelled sorry didnt pay earlier swear was gna pay can something else instead then pretty pretty please
negative,@sarahlay I know. And I have only two choices ,know have only two choices
positive,im so amazing with my not being late to school thing today. ,amazing with not being late school thing today
negative,@shermaineee Yes  super hot. I'm going to stay home today. Class starts tmr for you eh?,yes super hot going stay home today class starts tmr you
positive,"zooming in to a session of tutorials, sweet morning ",zooming session tutorials sweet morning
positive,"@DarkAeon I don't know what a root canal is, but it doesn't sound like fun. Good luck with that! ",dont know what root canal but doesnt sound like fun good luck with that
positive,So excited Adult Swim has picked up The Boosh!  Yahoo! It is a marriage made in Katie heaven!! &lt;3,excited adult swim has picked boosh yahoo marriage made katie heaven
positive,"@Vi_Vo Thanks, I will.  I was a nervous wreck. Usually do well on interviews, but these were people I knew! 10 times worse.",thanks will was nervous wreck usually well interviews but these were people knew times worse
positive,Finished writing some code... but it was sample code. Well it is better than scheduling or meetings ,finished writing some code but was sample code well better than scheduling meetings
negative,@thesearemydays  hi girl!  i must see that film ,girl must see that film
negative,@SingingStrumpet but I'm lacking a fierce unicorn outfit like the one sandford wore  at least I won't need a fake plastic horn^^,but lacking fierce unicorn outfit like one sandford wore least wont need fake plastic horn
positive,just got his blackberry replaced! I can now txt again ,got his blackberry replaced can now txt again
positive,@tiffy91 I can't wait until tomorrow ,cant wait until tomorrow
negative,Bored bored bored of essay writing and looking for any excuse to stop. Can't I just pay someone else to finish it off? ,bored bored bored essay writing looking any excuse stop cant pay someone else finish off
negative,"@misterV Seriously feel your pain, I just paid bills and I'm off to Reno tonight! I have no money until my Blizzcon tickets sell! ",seriously feel your pain paid bills off reno tonight have money until blizzcon tickets sell
negative,@MissyMoo38 That sucks! I'm sorry. ,that sucks sorry
negative, thunder and lightning. One Thing I Am Scared Of. Even Bear Is Scared,thunder lightning one thing scared even bear scared
negative,http://tinyurl.com/ovnbuh (NYC Gets First Swine Flu-Related Death)  http://plurk.com/p/ul56o,nyc gets first swine flurelated death
positive,Lunch at the black rabbit in Arundal. Very civilised! Going to the seaside this arvo ,lunch black rabbit arundal very civilised going seaside arvo
positive,@ilovesweat Ay? Compare what with what? Sorry ya lost me there. Oh yay! Tank tops! Exciting stuff ,compare what with what sorry lost there yay tank tops exciting stuff
negative,says good morning world! I'm going to miss having free internet  http://plurk.com/p/y5jmn,says good morning world going miss having free internet
positive,"@melkettle of course they would be sensational, how could you go wrong with mini cupcakes &amp; malteasers in one! ",course they would sensational how could you wrong with mini cupcakes amp malteasers one
negative,@giabella10 bwahhaaha. My trackball is messing up ,bwahhaaha trackball messing
negative,ugh no meet Rashmi wanted an auto on her fedora ,ugh meet rashmi wanted auto her fedora
positive,@cgbrofmi Try to go into chat (needs a login) and test if you can hear the automatic chat player  (mostly works problemless),try into chat needs login test you can hear automatic chat player mostly works problemless
negative,@thepistol we have some sweet shirts for you guys! hopefully we can meet you before we have to go home to ct ,have some sweet shirts you guys hopefully can meet you before have home
negative,listening to pierce the veil... &lt;333  and wanting to cryy... ,listening pierce veil wanting cryy
positive,i know i have some famous or at least rich people following me.  need an assistant??  of course you do!  right here  ,know have some famous least rich people following need assistant course you right here
negative,I just saw a dead kitty on the road and freaked out!  rest in peace little buddy,saw dead kitty road freaked out rest peace little buddy
positive,"Yikes,I Met Taylor from Cosmo Radio And Freaked Out A Lot! She gives the best advice ever. ",yikesi met taylor from cosmo radio freaked out lot she gives best advice ever
positive,@m_Janelle You and Isabelle were great guests.  And you're welcome back any time!,you isabelle were great guests youre welcome back any time
negative,exam at half 6 ,exam half
positive,The hills on demand. ,hills demand
positive,http://twitpic.com/6d8t9 - Jano  don't you love him?,jano dont you love him
negative,"im starting to hate ext pen tests, 4 open ports total and no concievable way in. bonus no phishing ",starting hate ext pen tests open ports total concievable way bonus phishing
positive,Michael cera is so presh on alexa chungs show omg &lt;3 ,michael cera presh alexa chungs show omg
negative,I really hope these pain killers kick in soon ,really hope these pain killers kick soon
negative,omg twitter blows. an hour late for updating???? jeez..move  it  or lose it ,omg twitter blows hour late updating jeezmove lose
negative,I want him back  fml,want him back fml
negative,"@jillmonica Haha, nah! My dress waa way too long. I miss having you around! ",haha nah dress waa way too long miss having you around
positive,band practice ,band practice
positive,@___BitchyEmeral thank u for following me ,thank following
positive,@KFOG_Annalisa Love it ,love
negative,"new day,maybe ill find my ipod  had a dope photosoot yesterday",new daymaybe ill find ipod had dope photosoot yesterday
positive,"@LeMonjat Oh, you're right, you even have a Villefranche / Nice folder as well  I'm going to check them out too...",youre right you even have villefranche nice folder well going check them out too
negative,"Morning &quot;Peeps&quot;! It's a beautiful 86; but I'll b in bed again  Hope u have a gr8 day, I'm guna try!",morning quotpeepsquot its beautiful but ill bed again hope have day guna try
negative,not a good weekend so far ,not good weekend far
negative,also no ones gave me a job yet  nothing worse than actually pure trying and just not hearing anything.,also ones gave job yet nothing worse than actually pure trying not hearing anything
negative,"@Cathie1054 Yay!!! I hate when the power goes out  BTW I sent you my app for the fan club last week, so please look out for it",yay hate when power goes out btw sent you app fan club last week please look out
positive,@MrsNewlywed Now that is weird. LOL!  Probably due to a stationery fix needed ,now that weird lol probably due stationery fix needed
negative,i need friends   and help...,need friends help
positive,@aplusk oh cool your on digg too  http://digg.com/users/atothekutcher,cool your digg too
positive,Freddie J only loves half of me AND he wants to drop kick me into next week ,freddie only loves half wants drop kick into next week
positive,Photo: im diggin it short  http://tumblr.com/xta1yub1t,photo diggin short
positive,woohoo! day off  and the sun is there to greet me!!,woohoo day off sun there greet
positive,@Caroljs you might need to start chatting to @2businessmum she rents out buggies ,you might need start chatting she rents out buggies
positive,@Fan4Ever like your pic Joey looks very nice ,like your pic joey looks very nice
negative,"Getting off to work, again, ",getting off work again
negative,@STEPHATRONIC should let you know starrs cant come tonight. ,should let you know starrs cant come tonight
